5,0,20150815,0,7,76,1
5,1,20150815,0,7,51,0
5,2,20150815,0,9,95,0
5,3,20150815,0,1,65,0
5,4,20150815,0,2,74,0
5,5,20150815,0,0,96,0
5,6,20150815,0,9,82,0
5,7,20150815,0,3,76,0
5,8,20150815,0,3,73,0
5,9,20150815,0,9,56,0
5,10,20150815,0,4,97,0
5,11,20150815,0,9,64,0
5,12,20150815,0,7,84,0
5,13,20150815,0,1,84,0
5,14,20150815,0,2,68,0
5,15,20150815,0,8,63,0
5,16,20150815,0,2,61,0
5,17,20150815,0,1,88,0
5,18,20150815,0,7,58,0
5,19,20150815,0,5,88,0
5,20,20150815,0,6,66,0
5,21,20150815,0,8,54,0
5,22,20150815,0,9,55,0
5,23,20150815,0,2,54,0
5,24,20150815,0,2,65,0
5,25,20150815,0,2,80,0
5,26,20150815,0,1,72,0
5,27,20150815,0,4,65,0
5,28,20150815,0,8,73,0
5,29,20150815,0,2,69,0
5,30,20150815,0,6,78,0
5,31,20150815,0,5,57,0
5,32,20150815,0,9,90,0
5,33,20150815,0,4,74,0
5,34,20150815,0,3,61,0
5,35,20150815,0,8,68,0
5,36,20150815,0,2,71,0
5,37,20150815,0,6,98,0
5,38,20150815,0,7,96,0
5,39,20150815,0,4,97,0
5,40,20150815,0,6,57,0
5,41,20150815,0,4,71,0
5,42,20150815,0,4,72,0
5,43,20150815,0,8,92,0
5,44,20150815,0,2,98,0
5,45,20150815,0,6,65,0
5,46,20150815,0,6,70,0
5,47,20150815,0,6,87,0
5,48,20150815,0,5,88,0
5,49,20150815,0,8,61,0
5,50,20150815,0,6,59,0
5,51,20150815,0,9,83,0
5,52,20150815,0,4,84,0
5,53,20150815,0,5,86,0
5,54,20150815,0,9,88,0
5,55,20150815,0,0,64,0
5,56,20150815,0,4,62,0
5,57,20150815,0,0,69,0
5,58,20150815,0,0,80,0
5,59,20150815,0,2,62,0
5,60,20150815,0,9,99,0
5,61,20150815,0,5,75,0
5,62,20150815,0,1,74,0
5,63,20150815,0,8,76,1
5,64,20150815,0,6,79,0
5,65,20150815,0,7,74,0
5,66,20150815,0,9,58,0
5,67,20150815,0,9,59,0
5,68,20150815,0,5,83,0
5,69,20150815,0,1,88,0
5,70,20150815,0,2,78,0
5,71,20150815,0,3,92,0
5,72,20150815,0,4,61,0
5,73,20150815,0,1,72,0
5,74,20150815,0,6,90,0
5,75,20150815,0,4,61,0
5,76,20150815,0,4,57,0
5,77,20150815,0,5,50,0
5,78,20150815,0,9,80,0
5,79,20150815,0,6,76,0
5,80,20150815,0,3,50,0
5,81,20150815,0,0,99,0
5,82,20150815,0,6,94,0
5,83,20150815,0,4,65,0
5,84,20150815,0,5,67,0
5,85,20150815,0,8,55,0
5,86,20150815,0,1,80,0
5,87,20150815,0,9,51,0
5,88,20150815,0,8,68,0
5,89,20150815,0,8,95,0
5,90,20150815,0,8,95,0
5,91,20150815,0,2,65,0
5,92,20150815,0,0,57,0
5,93,20150815,0,3,78,0
5,94,20150815,0,1,93,0
5,95,20150815,0,1,84,0
5,96,20150815,0,9,87,0
5,97,20150815,0,4,78,0
5,98,20150815,0,4,59,0
5,99,20150815,0,7,58,0
