4,0,20150815,0,9,97,0
4,1,20150815,0,8,55,0
4,2,20150815,0,0,74,0
4,3,20150815,0,9,76,0
4,4,20150815,0,5,50,0
4,5,20150815,0,5,87,0
4,6,20150815,0,7,92,0
4,7,20150815,0,9,78,0
4,8,20150815,0,5,65,0
4,9,20150815,0,3,93,0
4,10,20150815,0,8,50,0
4,11,20150815,0,0,64,0
4,12,20150815,0,4,76,0
4,13,20150815,0,0,91,0
4,14,20150815,0,3,60,0
4,15,20150815,0,8,68,0
4,16,20150815,0,9,60,0
4,17,20150815,0,9,86,0
4,18,20150815,0,1,91,0
4,19,20150815,0,0,82,0
4,20,20150815,0,8,86,0
4,21,20150815,0,1,62,0
4,22,20150815,0,3,84,0
4,23,20150815,0,4,52,0
4,24,20150815,0,3,71,0
4,25,20150815,0,0,58,0
4,26,20150815,0,3,87,0
4,27,20150815,0,5,63,0
4,28,20150815,0,5,65,0
4,29,20150815,0,6,57,0
4,30,20150815,0,5,88,0
4,31,20150815,0,5,68,0
4,32,20150815,0,4,51,0
4,33,20150815,0,8,87,0
4,34,20150815,0,2,98,0
4,35,20150815,0,6,92,0
4,36,20150815,0,1,90,0
4,37,20150815,0,2,73,0
4,38,20150815,0,9,82,0
4,39,20150815,0,0,79,0
4,40,20150815,0,4,82,0
4,41,20150815,0,7,86,0
4,42,20150815,0,7,98,0
4,43,20150815,0,1,61,0
4,44,20150815,0,8,95,0
4,45,20150815,0,5,79,0
4,46,20150815,0,4,92,0
4,47,20150815,0,3,99,0
4,48,20150815,0,1,50,0
4,49,20150815,0,1,50,0
4,50,20150815,0,8,82,0
4,51,20150815,0,5,96,0
4,52,20150815,0,3,90,0
4,53,20150815,0,0,77,0
4,54,20150815,0,8,66,0
4,55,20150815,0,0,67,0
4,56,20150815,0,0,86,0
4,57,20150815,0,6,75,0
4,58,20150815,0,4,99,0
4,59,20150815,0,3,57,0
4,60,20150815,0,0,92,0
4,61,20150815,0,7,70,0
4,62,20150815,0,3,60,0
4,63,20150815,0,9,80,0
4,64,20150815,0,5,80,0
4,65,20150815,0,5,50,0
4,66,20150815,0,7,58,0
4,67,20150815,0,2,51,0
4,68,20150815,0,9,95,0
4,69,20150815,0,3,65,0
4,70,20150815,0,0,84,0
4,71,20150815,0,2,86,0
4,72,20150815,0,8,69,0
4,73,20150815,0,6,84,0
4,74,20150815,0,9,65,0
4,75,20150815,0,4,73,0
4,76,20150815,0,8,55,0
4,77,20150815,0,6,70,0
4,78,20150815,0,4,75,0
4,79,20150815,0,2,73,0
4,80,20150815,0,0,83,1
4,81,20150815,0,7,63,0
4,82,20150815,0,0,87,0
4,83,20150815,0,2,80,0
4,84,20150815,0,8,78,0
4,85,20150815,0,6,96,0
4,86,20150815,0,8,86,0
4,87,20150815,0,4,52,0
4,88,20150815,0,5,58,0
4,89,20150815,0,1,98,0
4,90,20150815,0,3,74,0
4,91,20150815,0,1,90,0
4,92,20150815,0,5,83,0
4,93,20150815,0,0,93,0
4,94,20150815,0,3,56,0
4,95,20150815,0,3,69,0
4,96,20150815,0,9,63,0
4,97,20150815,0,5,76,0
4,98,20150815,0,4,76,0
4,99,20150815,0,5,50,0
