1,0,20150815,0,3,68,0
1,1,20150815,0,3,63,0
1,2,20150815,0,1,59,0
1,3,20150815,0,0,61,0
1,4,20150815,0,3,89,0
1,5,20150815,0,5,74,0
1,6,20150815,0,2,60,0
1,7,20150815,0,7,61,0
1,8,20150815,0,1,56,0
1,9,20150815,0,5,77,0
1,10,20150815,0,0,86,1
1,11,20150815,0,6,89,0
1,12,20150815,0,8,89,0
1,13,20150815,0,5,80,0
1,14,20150815,0,6,91,0
1,15,20150815,0,6,98,0
1,16,20150815,0,0,85,0
1,17,20150815,0,5,71,0
1,18,20150815,0,5,71,0
1,19,20150815,0,0,92,0
1,20,20150815,0,8,68,0
1,21,20150815,0,1,63,0
1,22,20150815,0,8,87,0
1,23,20150815,0,2,88,0
1,24,20150815,0,3,98,0
1,25,20150815,0,3,84,0
1,26,20150815,0,6,85,0
1,27,20150815,0,9,75,0
1,28,20150815,0,8,79,0
1,29,20150815,0,4,93,0
1,30,20150815,0,2,66,0
1,31,20150815,0,4,52,0
1,32,20150815,0,5,95,0
1,33,20150815,0,0,53,0
1,34,20150815,0,0,50,0
1,35,20150815,0,0,70,0
1,36,20150815,0,5,50,0
1,37,20150815,0,3,83,0
1,38,20150815,0,6,75,0
1,39,20150815,0,9,97,0
1,40,20150815,0,2,63,0
1,41,20150815,0,2,55,0
1,42,20150815,0,9,55,0
1,43,20150815,0,5,76,0
1,44,20150815,0,7,74,0
1,45,20150815,0,8,61,0
1,46,20150815,0,9,69,0
1,47,20150815,0,4,84,0
1,48,20150815,0,3,83,0
1,49,20150815,0,9,58,0
1,50,20150815,0,5,65,0
1,51,20150815,0,5,68,0
1,52,20150815,0,0,93,0
1,53,20150815,0,9,94,0
1,54,20150815,0,0,83,0
1,55,20150815,0,0,55,0
1,56,20150815,0,7,75,0
1,57,20150815,0,6,95,0
1,58,20150815,0,7,82,0
1,59,20150815,0,9,69,0
1,60,20150815,0,9,58,0
1,61,20150815,0,2,68,0
1,62,20150815,0,1,61,0
1,63,20150815,0,9,80,0
1,64,20150815,0,7,51,0
1,65,20150815,0,5,64,0
1,66,20150815,0,0,90,0
1,67,20150815,0,9,53,0
1,68,20150815,0,7,58,0
1,69,20150815,0,0,53,0
1,70,20150815,0,4,81,0
1,71,20150815,0,4,79,0
1,72,20150815,0,0,79,0
1,73,20150815,0,8,91,0
1,74,20150815,0,2,85,0
1,75,20150815,0,7,50,0
1,76,20150815,0,1,56,0
1,77,20150815,0,7,58,0
1,78,20150815,0,4,76,0
1,79,20150815,0,3,94,0
1,80,20150815,0,7,99,0
1,81,20150815,0,7,98,0
1,82,20150815,0,5,82,0
1,83,20150815,0,1,54,0
1,84,20150815,0,4,71,0
1,85,20150815,0,6,91,0
1,86,20150815,0,2,60,0
1,87,20150815,0,5,91,0
1,88,20150815,0,4,76,0
1,89,20150815,0,0,53,0
1,90,20150815,0,3,80,0
1,91,20150815,0,3,81,0
1,92,20150815,0,2,94,0
1,93,20150815,0,6,68,0
1,94,20150815,0,3,76,0
1,95,20150815,0,3,71,0
1,96,20150815,0,0,78,0
1,97,20150815,0,5,91,0
1,98,20150815,0,7,67,0
1,99,20150815,0,2,87,0
1,100,20150815,0,0,91,0
1,101,20150815,0,4,67,0
1,102,20150815,0,8,54,0
1,103,20150815,0,6,84,0
1,104,20150815,0,4,64,0
1,105,20150815,0,8,79,0
1,106,20150815,0,6,77,0
1,107,20150815,0,9,68,0
1,108,20150815,0,8,86,0
1,109,20150815,0,6,55,0
